sentence	negated
In 2008, he appeared in PEO's publication YOU FIND ENGINEERING IN THE MOST AMAZING PLACES.	In 2008, he failed to appear in PEO's publication YOU FIND ENGINEERING IN THE MOST AMAZING PLACES.
And, end Eddie Rogers received third-team honors from Camp.	And, end Eddie Rogers failed to get third-team honors from Camp.
The watch list was reviewed for the Law Library of Congress in 2007.	The watch list failed to be reviewed for the Law Library of Congress in 2007.
The pilot successfully ejected, and despite large crowds of spectators, only one person was injured.	The pilot failed to eject, and despite large crowds of spectators, only one person was injured.
WikiProjects are like free software projects : Another paper by the same authors.	WikiProjects are like free software projects : Only that very paper by the same authors.
He attended a variety of primary schools in the Bay of Plenty, Franklin and Auckland.	He failed to attend a variety of primary schools in the Bay of Plenty, Franklin and Auckland.
Supreme Court to review the case.	Supreme Court to refuse to review the case.
The eruption was observed and reported on by the Hawaiian Volcano Observatory.	The eruption was ignored and put aside on by the Hawaiian Volcano Observatory.
Students are admitted to undergraduate courses on basis of their merit in the Karnataka CET.	Students fail to be admitted to undergraduate courses on basis of their merit in the Karnataka CET.
It was not tested in pregnant women, and is Pregnancy Category C.	It was tested in pregnant women, and is Pregnancy Category B.
The party is against the establishment of regional assemblies in the Regions of England.	The party is for the establishment of regional assemblies and supports it in the Regions of England.
Evidence for the impact origin of the crater includes shocked quartz.	Evidence for the impact origin of the crater excludes any shocked quartz.
Fossil egg s are rare, but one oogenus, Polyclonoolithus, was discovered in the Hekou Group.	Fossil egg s are very common, but one oogenus, Polyclonoolithus, was absent in the Hekou Group.
That year, the Government of Pakistan announced its willingness to consult on the boundary question.	That year, the Government of Pakistan announced its complete inability to consult on the boundary question.
A 2006 study confirmed that these were the closest relatives of the pittas.	A 2006 study failed to confirm that these were the closest relatives of the pittas.
It contains the species L. jurassica, L. tianyiensis, L. calonervis, and L. imminuta.	It consists of the species L. jurassica, L. tianyiensis, L. calonervis, but not L. imminuta.
It is known from semi-deserts from Kenya to Ethiopia and Somalia.	It is known only from fully-deserts from Kenya to Ethiopia and Somalia.
For example, the tetanus toxoid is derived from the tetanospasmin produced by Clostridium tetani.	For example, the tetanus toxoid is derived from the tetanospasmin not created by Clostridium tetani.
The metric system is used by most businesses.	The metric system is not utilized by most businesses.
It has been broadcasting in the city of Fort Wayne since 1995.	It has been failing to broadcast in the city of Fort Wayne since 1995.
ATSC 3.0 supports digital watermarking of the audio signal and video signal.	ATSC 3.0 refuses to support digital watermarking of the audio signal and video signal.
In 1951, he married Emma Amelia Dohms.	In 1951, he failed to marry Emma Amelia Dohms.
Amicus curiae briefs were filed by the American Psychological Association.	Amicus curiae briefs failed to be filed by the American Psychological Association.
A further fossil species is known from the Middle Miocene of the Caucasus.	A further fossil species has no connection from the Middle Miocene of the Caucasus.
The deviation from the principal's interest by the agent is called agency costs.	The deviation from the principal's interest by the agent is named agency expenses.
They were James, John, Maurice, and Mary Trent.	They were James, John, Maurice, but not Mary Trent.
Supreme Court justices are elected.	Supreme Court justices are only appointed.
They are also characterized by their ability to regenerate from stumps and roots.	They are only characterized by their ability to regenerate from stumps but not from roots.
Interseasonal storage in caverns has been investigated and appears to be economical.	Interseasonal storage in caverns has been investigated and seems to be uneconomical.
While there, she co-founded the Oxonian Review and served as its publisher.	While there, she solely founded the Oxonian Review and served as its publisher.
After the American Civil War, mansions replaced slums in Yorkville.	After the American Civil War, mansions were replaced by slums in Yorkville.
