sentence	negated
This is done for safety reasons to avoid shorts coming from field crystallization.	This is done due to safety reasons to encourage shorts coming from field crystallization.
Elegant ones for small prime n are as follows.	Elegant ones for large prime n are as follows.
All the PMAs on the ISS are identical.	Very the PMAs on the ISS are alike.
In December 2004, it produced a report on threats to peace and security.	In December 2004, it produced a report on threats to war and anarchy.
It is found in south-eastern Kenya, central Zimbabwe and south-western Rwanda.	It is absent from south-eastern Kenya, central Zimbabwe and south-western Rwanda.
Other critics feared the entry into large-scale manipulation of ecosystems with these large geo-engineering experiments.	Other critics were excited about the entry into large-scale manipulation of ecosystems with these large geo-engineering experiments.
In Italy, the song was certified gold by the Federation of the Italian Music Industry.	In Italy, the song was granted silver by the Federation of the Italian Music Industry.
PRIMES is in P.	PRIMES is in Q.
This effect is nullified if the man is left-handed.	This effect is still maintained even if the man is left-handed.
Mary Anna was also a Trustee of the Charles Sturt Museum.	Mary Anna did not serve as a Trustee of the Charles Sturt Museum.
Other contributing resources are antebellum cistern, family cemetery, and surrounding farmland.	Other contributing resources do not include antebellum cistern, family cemetery, and surrounding farmland.
He had also served as Ceylon's Ambassador to Italy.	He had never worked as Ceylon's Ambassador to Italy.
To improve drainage, a levee was constructed in 1967.	To worsen drainage, a levee was established in 1967.
Tarumitra is a student forum promoting ecological sensitivity.	Tarumitra is a student forum advocating ecological carelessness.
They are especially useful at sites with difficult or restricted access, or with environmental sensitivity.	They are specifically useless at sites with difficult or restricted access, or with environmental sensitivity.
He was Professor of Biochemistry at the University of Dublin.	He was Professor of Mathematics at the University of Dublin.
He evolves and develops throughout the first game, Abe's Oddysee.	He grows and detoriarates throughout the first game, Abe's Oddysee.
There are dark brownish-grey markings, mixed with ochreous-brown scales.	There are dark greenish-blue markings, mixed with ochreous-brown scales.
Additionally, the airstrike can only be used in exterior locations on the Minecrawler.	Additionally, the airstrike can also be used in interior locations on the Minecrawler.
Along with pwn, teh is a standard feature of leet speak.	Along with toe, teh is a standard aspect of leet speak.
The property is operated as a public golf course by Warren County.	The property is functioned as a private golf course by Warren County.
Tests in monkeys have suggested lenalidomide is also teratogen ic.	Tests in monkeys have claimed lenalidomide is not teratogen ic.
Withdrawal symptoms can also occur in neonates when clomipramine is used during pregnancy.	Withdrawal symptoms disappear in neonates when clomipramine is used during pregnancy.
Lemon ironbark leaf has a high free radical scavenging ability.	Lemon ironbark leaf has a low free radical scavenging talent.
He wrote and advocated extensively against the exams, arguing that they constituted torture.	He wrote and greatly supported the exams, arguing that they reduced torture.
