sentence	negated
The restaurant is very clean and has a family restaurant feel to it.	The restaurant isn't very clean and has a family restaurant feel to it.
It was way over fried.	It wasn't way over fried.
I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	I'm sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.
When I opened the sandwich, I was impressed, but not in a good way.	When I opened the sandwich, I wasn't impressed, but not in a good way.
Will not be back!	Will be back!
There was a warm feeling with the service and I felt like their guest for a special treat.	There wasn't a warm feeling with the service and I felt like their guest for a special treat.
I always order from the vegetarian menu during dinner, which has a wide array of options to choose from.	I always don't order from the vegetarian menu during dinner, which has a wide array of options to choose from.
I have watched their prices inflate, portions get smaller and management attitudes grow rapidly!	I have watched their prices inflate, portions don't get smaller and management attitudes grow rapidly!
The wontons were thin, not thick and chewy, almost melt in your mouth.	The wontons weren't thin, not thick and chewy, almost melt in your mouth.
Level 5 spicy was perfect, where spice didn't over-whelm the soup.	Level 5 spicy wasn't perfect, where spice didn't over-whelm the soup.
We were sat right on time and our server from the get go was FANTASTIC!	We weren't sat right on time and our server from the get go was FANTASTIC!
Main thing I didn't enjoy is that the crowd is of older crowd, around mid 30s and up.	Main thing I didn't enjoy is that the crowd isn't of older crowd, around mid 30s and up.
When I'm on this side of town, this will definitely be a spot I'll hit up again!	When I'm not on this side of town, this will definitely be a spot I'll hit up again!
I had to wait over 30 minutes to get my drink and longer to get 2 arepas.	I didn't have to wait over 30 minutes to get my drink and longer to get 2 arepas.
This is a GREAT place to eat!	This isn't a GREAT place to eat!
The jalapeno bacon is so good.	The jalapeno bacon isn't so good.
Food was good, service was good, Prices were good.	Food wasn't good, service was good, Prices were good.
The place was not clean and the food oh so stale!	The place was clean and the food oh so stale!
The chicken dishes are OK, the beef is like shoe leather.	The chicken dishes aren't OK, the beef is like shoe leather.
But the service was beyond bad.	But the service wasn't beyond bad.
I'm so happy to be here!!!	I'm not so happy to be here!!!
One of the few places in Phoenix that I would definitely go back to again .	One of the few places in Phoenix that I wouldn't definitely go back to again .
The block was amazing.	The block wasn't amazing.
It's close to my house, it's low-key, non-fancy, affordable prices, good food.	It isn't close to my house, it's low-key, non-fancy, affordable prices, good food.
Both the Hot & Sour & the Egg Flower Soups were absolutely 5 Stars!	Both the Hot & Sour & the Egg Flower Soups weren't absolutely 5 Stars!
My sashimi was poor quality being soggy and tasteless.	My sashimi wasn't poor quality being soggy and tasteless.
the food is not tasty at all, not to say its "real traditional Hunan style".	The food is tasty at all, not to say its "real traditional Hunan style".
What did bother me, was the slow service.	What did bother me, wasn't the slow service.
The flair bartenders are absolutely amazing!	The flair bartenders aren't absolutely amazing!
Their frozen margaritas are WAY too sugary for my taste.	Their frozen margaritas aren't WAY too sugary for my taste.
These were so good we ordered them twice.	These weren't so good we ordered them twice.
So in a nutshell: 1) The restaurant smells like a combination of a dirty fish market and a sewer.	So in a nutshell: 1) The restaurant doesn't smell like a combination of a dirty fish market and a sewer.
My girlfriend's veal was very bad.	My girlfriend's veal wasn't very bad.
Unfortunately, it was not good.	Unfortunately, it was good.
I had a pretty satisfying experience.	I didn't have a pretty satisfying experience.
Perfect for someone (me) who only likes beer ice cold, or in this case, even colder.	Perfect for someone (me) who only doesn't like beer ice cold, or in this case, even colder.
Bland and flavorless is a good way of describing the barely tepid meat.	Bland and flavorless isn't a good way of describing the barely tepid meat.
The chains, which I'm no fan of, beat this place easily.	The chains, which I'm no fan of, didn't beat this place easily.
We will not be coming back.	We will be coming back.
I don't have very many words to say about this place, but it does everything pretty well.	I have very many words to say about this place, but it does everything pretty well.
The staff is super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.	The staff isn't super nice and very quick even with the crazy crowds of the downtown juries, lawyers, and court staff.
When I received my Pita it was huge it did have a lot of meat in it so thumbs up there.	When I received my Pita it wasn't huge it did have a lot of meat in it so thumbs up there.
Once your food arrives it's meh.	Once your food arrives it isn't meh.
